English;Português;简体中文;繁體中文
Or else, you will scare off the wildlife! And old <sprite name="Betsy"> <style="LYellow">Betsy</style> here doesn't want that!;Senão, vai assustar os animais selvagens! E a velha <sprite name="Betsy"> <style="LYellow">Betsy</style> aqui não quer nada isso!;不然会吓跑野生动物的！老<sprite name="Betsy"><style="LYellow">贝琪</style>可不想这样！;不然會嚇跑野生動物的！老<sprite name="Betsy"><style="LYellow">貝琪</style>可不想這樣！
I'm actually a super expert when it comes to animals, do you understand?;Na verdade, sou um super especialista quando se trata de animais, percebe?;说到动物我可是专家，明白吗？;說到動物我可是專家，明白嗎？
So if you have any questions you can just consult me anytime!;Então, se tiver alguma dúvida, pode consultar-me a qualquer momento!;有任何问题随时来问我！;有任何問題隨時來問我！
I'm actually almost finished writing this book about all the species you can find around here... It should be done in 2 days!;Na verdade, até estou quase a terminar de escrever um livro sobre todas as espécies que podem ser encontradas por aqui... Deverá estar pronto em 2 dias!;我快写完这本地生物种大全了...再两天就能完成！;我快寫完這本地生物種大全了...再兩天就能完成！
Oh! You are leaving tomorrow? Well then nothing I can do kid!;Ah! Já vai embora amanhã? Bem, então não há nada que eu possa fazer, rapaz!;什么？你明天就要走？那我也没办法了小子！;什麼？你明天就要走？那我也沒辦法了小子！
What do you need?;O que precisa jovem?;有事？;有事？
If you are not here to talk about animals then why bother?;Se não está aqui para falar sobre animais, então para quê incomodar?;如果不是来讨论动物的事就请回吧。;如果不是來討論動物的事就請回吧。
You see, I need to collect as much information as possible about the local wildlife;Veja bem, eu preciso coletar o máximo de informação possível sobre a vida selvagem deste local;我在收集本地野生动物的资料，;我在收集本地野生動物的資料，
I'm actually making a sort of encyclopedia about that! It should be done in 2 days!;Porque na verdade tenho andado a fazer uma espécie de enciclopédia sobre isso! Há de estar pronta em 2 dias!;正在编撰百科全书呢！再两天就能完工！;正在編撰百科全書呢！再兩天就能完工！
Oh! You will have departed by then?;Ah! Já terá partido até lá?;哦？到时候你已经离开了？;哦？到時候你已經離開了？
Well, there's nothing I can do about that kid!;Bem, não há muito que eu possa fazer sobre isso, rapaz!;那我也爱莫能助了小子！;那我也愛莫能助了小子！
Yes?;Siiim?;嗯？;嗯？
Oh, self-introductions, right;Ah, apresentações, certo;要做自我介绍是吧？;要做自我介紹是吧？
Well this sheep's name is <sprite name="Betsy"> <style="LYellow">Betsy,</sprite> and she is responsible for taking note of all the wildlife around this campsite;Bom, o nome desta velha ovelha é <sprite name="Betsy"> <style="LYellow">Betsy,</sprite> e ela é responsável por fazer anotações sobre toda a vida selvagem ao redor deste acampamento;老羊我叫<sprite name="Betsy"><style="LYellow">贝琪</style>，;老羊我叫<sprite name="Betsy"><style="LYellow">貝琪</style>，
One thing I've noticed is that these wild animals seem to despise fire completely!;Uma coisa que notei é que estes animais selvagens parecem desprezar completamente o fogo!;专门记录营地周边的野生动物。;專門記錄營地周邊的野生動物。
I'm serious kid! When I was taking a night stroll I saw it with my own eyes!;Estou a falar a sério jovem! Quando eu estava a dar um passeio noturno, vi isso com meus próprios olhos!;我发现这些动物特别憎恨火焰！;我發現這些動物特別憎恨火焰！
Mehh, if you don't believe just go look for yourself when night comes! Tsk!;Mehh, se não acredita, vá ver por si mesmo quando a noite chegar! Tsk!;千真万确！有天夜里我亲眼所见！;千真萬確！有天夜裡我親眼所見！
Ayyyyy! What's up future partner?;Ayyyyy! Como vai, futuro parceiro?;不信你等天黑了自己去看！啧！;不信你等天黑了自己去看！嘖！
I can see it in your face! You are a truly born business man as well!;Consigo ver na tua cara! Também nasceste para ser um homem de negócios!;哎呀呀！未来的合伙人你好啊！;哎呀呀！未來的合伙人你好啊！
How about we turn this wonderful campsite into a business eh?;Que tal transformarmos este maravilhoso acampamento em num, hein?;一看就知道你也是经商天才！;一看就知道你也是經商天才！
Ayyyy! You don't need to discard my ideas so quickly!;Ayyyy! Não precisas de descartar as minhas ideias tão rapidamente!;不如把这营地开发成商业项目？;不如把這營地開發成商業項目？
But it's okay I will convince you one day!;Mas tudo bem, eu vou te convencer um dia!;喂喂！别急着拒绝嘛！;喂喂！別急著拒絕嘛！
Ayyyy! I came to me because you wanna get rich right?;Ayyyy! Vieste até mim porque queres ficar rico, correto?;总有一天你会被我说服的！;總有一天你會被我說服的！
Oh! Just making small talk?;Ah! Só a fazer conversa por conviniência?;哎呀呀！来找我是想发财对吧？;哎呀呀！來找我是想發財對吧？
Well that's not a very efficient use of my time so I will make it quick AHAHAHA!;Bem, isso não é um uso lá muito eficiente do meu tempo, então vou ser rápido AHAHAHA!;什么？只是闲聊？;什麼？只是閒聊？
I'm <sprite name="Gyomyo"> <style="LYellow">Gyomyo</style>, business man <sprite name="Gyomyo"> <style="LYellow">Gyomyo</style>!;Eu sou <sprite name="Gyomyo"> <style="LYellow">Gyomyo</style>, homem de negócios <sprite name="Gyomyo"> <style="LYellow">Gyomyo</style>!;我是<sprite name="Gyomyo"> <style="LYellow">鱼男</style>，生意人<sprite name="Gyomyo"> <style="LYellow">鱼男</style>！;我是<sprite name="Gyomyo"> <style="LYellow">魚男</style>，生意人<sprite name="Gyomyo"> <style="LYellow">魚男</style>！
I see that you are only planning on staying for one night ay?;Já vi que só estás a planear ficar uma noite, hein?;听说你只打算住一晚？;聽說你只打算住一晚？
What? Don't tell me you don't have money for more? AHAHAHAH;O quê? Não me digas que não tens dinheiro para mais? AHAHAHAH;什么？该不会没钱续住吧？啊哈哈哈！;什麼？該不會沒錢續住吧？啊哈哈哈！
Ayyyy! What's up partner?;Ayyyy! Como vai, parceiro?;哎呀呀！合伙人最近如何？;哎呀呀！合伙人最近如何？
I heard you are only planning to stay for one night ay?;Ouvi dizer que estás a planear ficar apenas uma noite, hein?;听说你只住一晚？;聽說你只住一晚？
You should definitely stay for a bit more! We could even run a business or two together what do you say?;Deverias ficar um pouco mais! Poderíamos até abrir um ou dois negócios juntos, o que achas?;多留几天嘛！咱们还能合伙做生意呢！;多留幾天嘛！咱們還能合夥做生意呢！
Oh Heyyy Darling!;Oh Heyyy Querido!;嘿～亲爱的！;嘿～親愛的！
I saw that you are new here! Want me to show you around?;Eu vi que és novo aqui! Quer que te mostre por aí?;新来的对吧？要带你参观吗？;新來的對吧？要帶你參觀嗎？
Oh! You are only staying for one night?;Oh! Só vais ficar por uma noite?;只住一晚？;只住一晚？
"DEMO Version" you say... I've no clue what that means;"Versão DEMO" dizes tu... Não faço ideia do que isso significa;试玩版？没听懂呢...;試玩版？沒聽懂呢...
Well if you need anything just come by, ok honey?;Bom, se precisares de algo, é só passar por aqui, ok querido?;需要帮助随时找我，甜心！;需要幫助隨時找我，甜心！
Oh hello there!;Ah, olá!;你好呀！;你好呀！
So you are our new guest right?! Did somebody showed you around yet?!;Então és tu o novato, certo?! Já alguem te mostrou o lugar?!;是新客人吧！有人带你参观了吗？;是新客人吧！有人帶你參觀了嗎？
Oh! You will leave tomorrow? Why darling?;Ah! Já vais embora amanhã? Porquê, querido?;明天就走？为什么呀亲爱的？;明天就走？為什麼呀親愛的？
Oh, "Demo Version"... what is that?;Hmmm, "Versão Demo"... o que é isso?;试玩版...什么意思？;試玩版...什麼意思？
What! You can only play around for 1 night!? That's ridiculous!;O quê! Estás a gozar, só 1 noite!? Isso é ridículo!;只能玩一晚？太离谱了！;只能玩一晚？太離譜了！
Don't worry, I'm going to put on my <style="Pink">wishlist</style> that I want to spend more time with you!;Não te preocupes, vou colocar na minha <style="Pink">lista de desejos</style> a dizer que quero passar mais tempo contigo!;我要把"多陪你几天"加进<style="Pink">愿望单</style>！;我要把"多陪你幾天"加進<style="Pink">願望單</style>！
Hey honey!;Ei querido!;亲爱的！;親愛的！
You are the new guy right? Well my name is <sprite name="Cloris"><style="LYellow"> Cloris</style> and it's a plea-;És o novato, certo? Bem, o meu nome é <sprite name="Cloris"><style="LYellow"> Cloris</style> e é um praz-;你就是新来的对吧？我是<sprite name="Cloris"><style="LYellow">克洛里斯</style>，很高——;你就是新來的對吧？我是<sprite name="Cloris"><style="LYellow">克洛里斯</style>，很高——
WHAT! You will be leaving tomorrow already?!;O QUÊ! Já vais embora amanhã?!;什么？！你明天就要走了？！;什麼？！你明天就要走了？！
That's a shame darling... I thought we were going to be besties...;Que pena, querido... Achei que seríamos melhores amigos...;太遗憾了亲爱的...还以为我们能成为闺蜜呢...;太遺憾了親愛的...還以為我們能成為閨蜜呢...
Oh Well, may the destiny connect our paths!;Pois bem, que o destino conecte nossos caminhos!;好吧，愿命运指引我们重逢！;好吧，願命運指引我們重逢！
My name is <sprite name="Rowl"> <style="LYellow">Rowl,</style> I'm the one responsible for taking care of this little campfire over here!;Chamo-me <sprite name="Rowl"> <style="LYellow">Rowl,</style> e sou o responsável por cuidar desta pequena fogueira aqui!;我是<sprite name="Rowl"><style="LYellow">罗尔</style>，专门负责照看这个小营火！;我是<sprite name="Rowl"><style="LYellow">羅爾</style>，專門負責看顧這個小營火！
Well this sheep's name is <sprite name="Betsy"> <style="LYellow">Betsy,</style> and she is responsible for taking note of all the wildlife around this campsite;Bom, o nome desta velha ovelha é <sprite name="Betsy"> <style="LYellow">Betsy,</style> e ela é responsável por tomar nota de toda a vida selvagem ao redor deste acampamento;老羊我叫<sprite name="Betsy"><style="LYellow">贝琪</style>，负责记录营地周边的野生动物。;老羊我叫<sprite name="Betsy"><style="LYellow">貝琪</style>，負責記錄營地周邊的野生動物。
Hey carefull with your hands young man!;Ei, cuidado com as manápulas, jovem!;嘿！小子注意你的手！;嘿！小子注意你的手！
